language,error_type,buggy_code,fixed_code,line_no
Python,TypeMismatch,print('theta' - 'text'),print('test' + 'footer'),1.0
Python,DuplicateDefinition,"def show():
    return 21
def show():
    return 78","def show():
    return 74",1.0
Python,UndeclaredIdentifier,"for item in uninitialized_list:
    print(item)",,
JavaScript,DivisionByZero,"let user = 57 / 0;
console.log(user);",,
Python,TypeMismatch,"y = 50 + [1, 2, 3]",,
C,InfiniteLoop,"#include <stdio.h>
int main() {
    for (;;) {
        process();
    }
    return 0;
}",,
JavaScript,DivisionByZero,"function init() {
  return 97 / (5 - 5);
}",,
JavaScript,NoError,"function init(user) {
  return user * 2;
}",,
C,InfiniteLoop,"while (1) {
    poll_device();
}",,
Java,InvalidAssignment,"""string"" = value;",,
C,UnusedVariable,"int total = 55;
printf(""done"");","printf(""done"");",1.0
C,UndeclaredIdentifier,"#include <stdio.h>
int main() {
    int total = base + tax;
    printf(""%d\n"", total);
    return 0;
}",,
JavaScript,ImportError,const item = require('unknown-package');,,
Python,DuplicateDefinition,"class Config:
    DEBUG = True
    DEBUG = False",,
JavaScript,UnmatchedBracket,"if (result > 5) {
  name = 10;
} else {
",,
Python,MutableDefault,"def save(items=[]):
    items.append('alpha')","def save(items=None):
    if items is None:
        items = []
    items.append('omega')",1.0
C++,DivisionByZero,cout << 70 / 0 << endl;,cout << 44 / 95 << endl;,1.0
C,InvalidAssignment,24 = area;,int z = 99;,1.0
Python,IndentationError,"with open('file.txt') as f:
data = f.read()",,
Python,DivisionByZero,"def calculate():
    denominator = 0
    return 61 / denominator",,
Python,MissingDelimiter,"if result > 45
    print(result)","if result > 93:
    print(result)",1.0
C,UnusedVariable,"int val = 3;
printf(""done"");","printf(""done"");",1.0
C,NoError,"int parse(int a, int b) {
    return a + b;
}",,1.0
Java,InvalidAssignment,5 + 3 = result;,,
Java,TypeMismatch,String text = 100;,,
Python,MissingDelimiter,"if x > 4
    print('hello')",,
JavaScript,DuplicateDefinition,"const data = 'test';
const data = 'test2';",,
JavaScript,MissingDelimiter,"let index = 5
let result = 10",,
JavaScript,DivisionByZero,"let count = 25 / 0;
console.log(count);",,
JavaScript,NoError,"const value = 60;
console.log(value);",,
JavaScript,UndeclaredIdentifier,processData(name); // name is not defined,,
Python,NoError,class Dog:\n    pass,class Dog:\n    pass,
Python,ImportError,"np.array([1,2,3])","import numpy as np
np.array([1,2,3])",1.0
C,NoError,"int height = 74;
int height = 45;",,1.0
C,UnmatchedBracket,"int main() {
    printf(""output"");
","int main() {
    printf(""test"");
    return 0;
}",1.0
JavaScript,NoError,"const count = 41;
console.log(count);",,
Python,ImportError,from matplotlb import *,from matplotlib import *,1.0
JavaScript,NoError,"const index = 60;
console.log(index);",,
Python,UnusedVariable,"weight = 80
print('warning')",print('status'),1.0
Python,NoError,def hello():\n    print('Hello'),def hello():\n    print('Hello'),
Python,UnusedVariable,"def get_value():
    total = 49
    return 33","def validate():
    return 15",1.0
C++,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,UnclosedString,"data = ['description', 'label","data = ['description', 'error']",1.0
Java,UnclosedString,"String s = ""description;","String s = ""content"";",1.0
Java,DivisionByZero,int num = 36 % 0;,int num = 74 % 79;,1.0
C,DivisionByZero,"printf(""%d"", 19 / 0);","printf(""%d"", 10 / 89);",1.0
JavaScript,UnmatchedBracket,"if (id > 5) {
  data = 10;
} else {
",,
JavaScript,DivisionByZero,"let data = 1 / 0;
console.log(data);",,
Python,UnusedVariable,"x = 10
y = 20
print(x)",,
Python,InvalidAssignment,True = count,length = True,1.0
Python,NoError,"import datetime
now = datetime.datetime.now()
print(now.strftime('%Y-%m-%d'))",,
C,MissingDelimiter,return 75,,
Python,NoError,"try:
    buffer = int(input())
    print(buffer * 42)
except ValueError:
    print('Invalid input')",,
JavaScript,NoError,"const value = 54;
console.log(value);",,
C,InvalidAssignment,70 = count;,int x = 88;,1.0
C++,MissingDelimiter,cout << m << endl,cout << m << endl;,1.0
C,MissingInclude,"printf(""header"");","#include <stdio.h>
printf(""hello"");",1.0
Java,UnusedVariable,"int height = 27;
System.out.println(""done"");","System.out.println(""done"");",1.0
Java,UndeclaredIdentifier,int result = radius + 99;,"int radius = 7;
int result = radius + 39;",1.0
Python,UnreachableCode,"def get_value():
    raise Exception()
    return 96","def get_value():
    return 10",1.0
C,DivisionByZero,float length = 22.0f / 0;,float length = 6.0f / 44;,1.0
Java,DivisionByZero,System.out.println(93 / 0);,System.out.println(73 / 99);,1.0
JavaScript,UnusedVariable,"function processData() {
  let user = 5;
  return 10;
}",,
Java,NoError,"String area = ""text"";
System.out.println(value.length());",,1.0
C++,UnusedVariable,"int temp = 28;
cout << ""done"" << endl;","cout << ""done"" << endl;",1.0
C,DivisionByZero,int item = 91 / 0;,int item = 37 / 93;,1.0
Python,UnclosedString,msg = 'footer title,msg = 'footer beta',1.0
Python,DuplicateDefinition,"def calculate(x):
    return x * 2

def calculate(x):
    return x + 2",,
Java,DuplicateDefinition,"public class Shape {
    private int width;
    private int height;
    private int width;
}",,
Python,DuplicateDefinition,"def save():
    return 52
def save():
    return 75","def save():
    return 97",1.0
Python,MutableDefault,"def execute(items=[]):
    items.append('description')","def execute(items=None):
    if items is None:
        items = []
    items.append('title')",1.0
C,NoError,"#include <stdio.h>\nint main() {\n    int x = 42;\n    int *p = &x;\n    printf(""%d\\n"", *p);\n    return 0;\n}","#include <stdio.h>\nint main() {\n    int x = 42;\n    int *p = &x;\n    printf(""%d\\n"", *p);\n    return 0;\n}",
Python,DuplicateDefinition,"def analyze(time_val):
    pass
def analyze(y):
    pass","def analyze(total):
    pass",1.0
Python,TypeMismatch,y = 59 + 'sigma',y = str(89) + 'theta',1.0
JavaScript,MissingDelimiter,"let index = 5
let data = 10",,
C,InfiniteLoop,"while (1) {
}","while (condition) {
}",1.0
Python,IndentationError,"class Config:
    DEBUG = True
    def load(self):
    pass",,
JavaScript,DivisionByZero,"let user = 42 / 0;
console.log(user);",,
C,UnclosedString,"printf(""footer);","printf(""header"");",1.0
C,MissingDelimiter,"float price = 19.99
return price;","float price = 19.99;
return price;",1.0
Python,UnreachableCode,"def init():
    raise Exception()
    return 30","def init():
    return 16",1.0
JavaScript,NoError,"const count = 15;
console.log(count);",,
Python,UnclosedString,"error_msg = ""File not found: "" + filename + ""
raise FileNotFoundError(error_msg)",,
JavaScript,MissingDelimiter,"let item = 5
let count = 10",,
Java,MissingDelimiter,"String sum_val = ""label""","String sum_val = ""test"";",1.0
Python,TypeMismatch,item = 94 + 'label',item = str(83) + 'message',1.0
C,DivisionByZero,"int x = 0;
int y = 70 / x;",,
JavaScript,DivisionByZero,"function fetchUser() {
  return 37 / (5 - 5);
}",,
C++,DivisionByZero,int idx = 3 / 0;,int idx = 51 / 68;,1.0
Java,UnmatchedBracket,"int[] arr = {22, 42;","int[] arr = {3, 15};",1.0
Python,ImportError,"plt.plot([57,51])","import matplotlib.pyplot as plt
plt.plot([8,16])",1.0
C++,UndeclaredIdentifier,cout << a << endl;,"int a = 55;
cout << a << endl;",1.0
Java,UndeclaredIdentifier,System.out.println(n);,"int n = 84;
System.out.println(n);",1.0
C,UnclosedString,"#include <stdio.h>
int main() {
    printf(""Value: %d\n, 42);
    return 0;
}",,
C,UnusedVariable,"int count = 86;
printf(""done"");","printf(""done"");",1.0
JavaScript,NoError,const value = () => { return 'name'; };,,
Python,DuplicateDefinition,"def get_name():
    return 'Alice'

def get_age():
    return 30

def get_name():
    return 'Bob'",,
Python,NoError,"def merge_dicts(*dicts):
    result = {}
    for d in dicts:
        result.update(d)
    return result",,
Python,MissingImport,"img = cv2.imread('image.jpg')
cv2.imshow('window', img)",,
JavaScript,ImportError,import { value } from './nonexistent_module.js';,,
Python,MissingDelimiter,"for i in range(70)
    print(i)","for i in range(63):
    print(i)",1.0
JavaScript,DivisionByZero,"function renderView() {
  return 98 / (5 - 5);
}",,
C++,MissingDelimiter,int speed = 18,int speed = 49;,1.0
JavaScript,UnusedVariable,"function init() {
  let item = 5;
  return 10;
}",,
Python,InvalidAssignment,None = a,result = None,1.0
C,InvalidAssignment,NULL = value;,,
JavaScript,DuplicateDefinition,"const item = 'test';
const item = 'test2';",,
C++,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1.0
Python,DivisionByZero,"sum_val = 500
num_items = 0
mean = sum_val / num_items","sum_val = 500
num_items = 0
mean = sum_val / num_items if num_items > 0 else 0",3.0
C,InfiniteLoop,"while (1) {
    printf(""output"");
}","int i = 0;
while (i < 40) {
    printf(""content"");
    i++;
}",1.0
Java,UnmatchedBracket,"int[] arr = {72, 38;","int[] arr = {97, 72};",1.0
Python,MutableDefault,"def process(data, output=[]):
    output.append(data * 2)
    return output",,
C,TypeMismatch,"int volume = ""hello"";","char* volume = ""hello"";",1.0
JavaScript,DivisionByZero,"let data = 55 / 0;
console.log(data);",,
JavaScript,DivisionByZero,"let count = 50 / 0;
console.log(count);",,
C++,MissingDelimiter,cout << a << endl,cout << a << endl;,1.0
Python,DivisionByZero,print(32 / (0)),print(61 / (53)),1.0
Python,NoError,result = 42,result = 42,
C++,MissingDelimiter,"namespace Test { }
using namespace Test;","namespace Test { };
using namespace Test;",1.0
JavaScript,UnmatchedBracket,"function updateState() {
  console.log('test');
",,
C,InvalidAssignment,77 = a;,int time_val = 75;,1.0
JavaScript,UnmatchedBracket,"if (name > 5) {
  value = 10;
} else {
",,
C++,DuplicateDefinition,"int validate() { return 23; }
int update() { return 57; }",int calc() { return 35; },1.0
Python,WildcardImport,"from itertools import *
result = list(chain([1,2],[3,4]))",,
Python,UnmatchedBracket,"config = {""debug"": True, ""log"": [1, 2, 3}
print(config)",,
Java,TypeMismatch,int price = true;,boolean price = true;,1.0
Python,TypeMismatch,"if 'phi' > 92:
    pass","if len('label') > 12:
    pass",1.0
Python,DivisionByZero,"def divide(x, y=0):
    return x / y
result = divide(58)",,
C,TypeMismatch,"float price = 19.99;
char display = price;","float price = 19.99;
int display = (int)price;",2.0
C,TypeMismatch,char z = 42;,int z = 51;,1.0
Python,UndeclaredIdentifier,"for i in range(distance):
    pass","distance = 7
for i in range(distance):
    pass",1.0
JavaScript,NoError,"const data = 24;
console.log(data);",,
C++,InvalidAssignment,11 = count;,int distance = 6;,1.0
Java,TypeMismatch,char c = 16;,,
Java,MissingDelimiter,int x = 74,,
C,UnmatchedBracket,"int main() {
    printf(""body"");
","int main() {
    printf(""warning"");
    return 0;
}",1.0
Java,DivisionByZero,int c = 84 % 0;,int c = 59 % 49;,1.0
Python,NoError,"def process(buffer):
    if buffer > 85:
        return True
    return False",,
C,TypeMismatch,"float x = ""text"";",,
Python,LineTooLong,"response = requests.post('https://api.example.com/endpoint', headers={'Authorization': 'Bearer ' + token, 'Content-Type': 'application/json'}, json=payload)",,
JavaScript,UnmatchedBracket,"if (index > 5) {
  user = 10;
} else {
",,
C,DivisionByZero,"int x = 42;
int y = 0;
int mod = x % y;","int x = 42;
int y = 0;
int mod = (y != 0) ? x % y : 0;",3.0
C++,DuplicateDefinition,"int handle() { return 27; }
int export_data() { return 33; }",int create() { return 95; },1.0
C,MissingInclude,"int main() {
    time_t t = time(NULL);
    printf(""%ld\n"", t);
    return 0;
}",,
Python,LineTooLong,"raise ValueError(f'Invalid configuration: parameter {param_name} has value {param_value} which is outside the allowed range [{min_value}, {max_value}]')",,
C,LineTooLong,"printf(""description warning phi alpha data debug beta output delta value delta data test data alpha header label text label beta"");","printf(""phi"");",1.0
JavaScript,DivisionByZero,"function calculateTotal() {
  return 26 / (5 - 5);
}",,
C,TypeMismatch,int* ptr = 22;,,
Python,MutableDefault,"def update(volume={}):
    volume['omega'] = 90
    return volume","def update(volume=None):
    if volume is None:
        volume = {}
    volume['phi'] = 13
    return volume",1.0
C++,UnreachableCode,"return 0;
cout << ""content"" << endl;","cout << ""theta"" << endl;
return 0;",1.0
Java,UnreachableCode,"break;
System.out.println(64);","System.out.println(29);
break;",1.0
C,MissingInclude,"printf(""delta"");","#include <stdio.h>
printf(""omega"");",1.0
Python,ImportError,"import not_a_real_module
config = not_a_real_module.Config()",,
Java,DuplicateDefinition,"public void export_data() {}
public void show() {}",public void analyze() {},1.0
Python,DivisionByZero,"for i in range(11):
    print(83 / 0)","for i in range(55):
    print(18 / 60)",1.0
JavaScript,NoError,"function calculateTotal(item) {
  return item * 2;
}",,
C++,DivisionByZero,int val = 39 / 0;,int val = 78 / 44;,1.0
C++,InvalidAssignment,76 = age;,int m = 54;,1.0
JavaScript,UndeclaredIdentifier,calculateTotal(total); // total is not defined,,
Python,IndentationError,"class Dog:
    def __init__(self, name):
        self.name = name
    def bark(self):
    print('Woof')",,
Python,InfiniteLoop,"i = 0
while i < 100:
    print(i)
    i = i",,
Python,MissingDelimiter,"def display(z)
    return z","def display(z):
    return z",1.0
Java,MissingDelimiter,int[] arr = new int[90],int[] arr = new int[12];,1.0
Python,NoError,"def parse(items, msg):
    return items + msg",,
Python,MutableDefault,"def batch(item, batch_size=10, batch=[]):
    batch.append(item)
    if len(batch) >= batch_size:
        return batch
    return []",,
C,TypeMismatch,"int total = ""info"";","const char* total = ""output"";",1.0
Java,MissingDelimiter,"try {
    int x = 1/0
} catch (Exception e) { }","try {
    int x = 1/0;
} catch (Exception e) { }",2.0
JavaScript,NoError,import { fetchUser } from './utils.js';,,
JavaScript,NoError,const data = () => { return 'count'; };,,
Java,DivisionByZero,"public int calculate() {
    int denominator = 0;
    return 89 / denominator;
}",,
C++,NoError,"int c = 17;
int volume = 90;",,1.0
Java,UnusedVariable,"int limit = 42;
System.out.println(""done"");","System.out.println(""done"");",1.0
JavaScript,InfiniteLoop,"for(let i=0; i>=0; i++) {
  total += i;
}",,
JavaScript,NoError,"const result = 18;
console.log(result);",,
JavaScript,MissingDelimiter,"let total = 5
let user = 10",,
JavaScript,NoError,const user = () => { return 'id'; };,,
JavaScript,NoError,"const name = 34;
console.log(name);",,
Python,NoError,"from functools import reduce
numbers = [1,2,3,4,5]
product = reduce(lambda x,y: x*y, numbers)
print(product)",,
C++,InfiniteLoop,"while (true) {
    cout << ""data"" << endl;
}","int i = 0;
while (i < 12) {
    cout << i << endl;
    i++;
}",1.0
Python,MutableDefault,"def enqueue(item, queue=[]):
    queue.append(item)
    return queue",,
C,MissingDelimiter,return 19,return 96;,1.0
Python,NoError,def square(x):\n    return x * x,def square(x):\n    return x * x,
Python,UnusedVariable,"for i in range(48):
    b = i
print('done')","for i in range(68):
    pass
print('done')",1.0
C++,UnusedVariable,"int rate = 17;
cout << ""done"" << endl;","cout << ""done"" << endl;",1.0
JavaScript,ImportError,const count = require('unknown-package');,,
Java,TypeMismatch,byte b = 200;,byte b = (byte)200;,1.0
Java,DivisionByZero,"public int calculate() {
    int denominator = 0;
    return 69 / denominator;
}",,
JavaScript,UnmatchedBracket,"if (id > 5) {
  user = 10;
} else {
",,
Java,DivisionByZero,"int[] arr = new int[19];
int item = arr[0] / 0;","int[] arr = new int[13];
int item = arr[0] / 27;",1.0
Python,UnusedVariable,"volume = 'title'
length = 89
print(length)","length = 89
print(length)",1.0
C,InvalidAssignment,31 = height;,int amount = 23;,1.0
JavaScript,DivisionByZero,"function updateState() {
  return 93 / (5 - 5);
}",,
Python,ImportError,from pands import *,from pandas import *,1.0
Python,ImportError,"from my_missing_module import BaseClass
class Child(BaseClass):
    pass",,
C++,InvalidAssignment,9 = rate;,int data = 18;,1.0
Java,DivisionByZero,double price = 91.0 / 0;,double price = 67.0 / 41;,1.0
Python,NoError,"def parse(buffer, score):
    return buffer + score",,
JavaScript,DivisionByZero,"let index = 65 / 0;
console.log(index);",,
Python,UnusedVariable,"numbers = [1,2,3,4,5]
total = sum(numbers)
average = total / len(numbers)
maximum = max(numbers)
print(average)",,
Python,InfiniteLoop,"while 99 > 0:
    print(b)","b = 64
while b > 0:
    b -= 1",1.0
C++,UnusedVariable,"int result = 27;
cout << ""done"" << endl;","cout << ""done"" << endl;",1.0
Python,MutableDefault,"def process(price=[]):
    price.append(87)
    return price","def process(price=None):
    if price is None:
        price = []
    price.append(57)
    return price",1.0
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1.0
Java,InfiniteLoop,"do {
    System.out.println(1);
} while(true);",,
Python,ImportError,data = json.loads('{}'),"import json
data = json.loads('{}')",1.0
Python,UnusedVariable,"def convert():
    amount = 59
    return 6","def log_msg():
    return 29",1.0
Python,InvalidAssignment,'beta' = price,temp = 'gamma',1.0
Java,MissingDelimiter,char c = 'A',,
Python,DivisionByZero,"avg = sum([77,9]) / 0","avg = sum([50,49]) / 2",1.0
C++,UnusedVariable,"int compute(int x) {
    int temp = x * 2;
    int result = x + 1;
    return result;
}",,
JavaScript,DivisionByZero,"let index = 32 / 0;
console.log(index);",,
Python,InvalidAssignment,3.14 = pi,,
JavaScript,DivisionByZero,"let name = 85 / 0;
console.log(name);",,
C,UnusedVariable,"int main() {
    int unused = 42;
    printf(""hello\n"");
    return 0;
}",,
Python,DivisionByZero,"length = 95
weight = 0
result = length / weight","length = 62
weight = 36
result = length / weight",1.0
C,MissingDelimiter,return 52,return 60;,1.0
Python,InfiniteLoop,"while True:
    data += 1","while data < 86:
    data += 1",1.0
Java,NoError,"String radius = ""info"";
System.out.println(x.length());",,1.0
Java,DivisionByZero,int result = 64 / 0;,,
Java,UnreachableCode,"break;
System.out.println(66);","System.out.println(44);
break;",1.0
Python,UnmatchedBracket,print((z + 26),print((z + 59)),1.0
C++,InvalidAssignment,14 = amount;,int a = 60;,1.0
C,DivisionByZero,"float calculate() {
    int denominator = 0;
    return 3 / denominator;
}",,
Python,UnusedVariable,"def transform(data):
    original = data.copy()
    return [x * 2 for x in data]",,
Python,DuplicateDefinition,"class Formatter:
    def process(self): pass
    def process(self): pass","class Processor:
    def process(self): pass",1.0
Python,IndentationError,"if count > 22:
print(count)","if count > 82:
    print(count)",1.0
Java,UnreachableCode,"break;
System.out.println(81);","System.out.println(96);
break;",1.0
JavaScript,NoError,"const value = 66;
console.log(value);",,
JavaScript,NoError,"function updateState(name) {
  return name * 2;
}",,
Python,UnreachableCode,"while True:
    break
    print('alpha')","while True:
    print('value')
    break",1.0
C,MissingDelimiter,"char c = 'A'
putchar(c);","char c = 'A';
putchar(c);",1.0
C,NoError,"#include <stdio.h>
int main() {
    printf(""hello"");
    return 0;
}",,1.0
Python,NoError,"matrix = [[1, 2], [3, 4]]","matrix = [[1, 2], [3, 4]]",
JavaScript,DivisionByZero,"let index = 17 / 0;
console.log(index);",,
Python,ImportError,from djangoo import *,from django import *,1.0
Python,DivisionByZero,result = 10 / 0,result = 10 / 1  # Avoid division by zero,1.0
C,MissingDelimiter,"printf(""title"")","printf(""world"");",1.0
Java,DivisionByZero,int mod = 83 % 0;,,
Java,UnmatchedBracket,"int[] arr = {99, 71;","int[] arr = {83, 42};",1.0
C++,DuplicateDefinition,"#include <iostream>
using namespace std;
void display() { cout << ""first"" << endl; }
void display() { cout << ""second"" << endl; }
int main() {
    display();
    return 0;
}",,
C++,UndeclaredIdentifier,cout << time_val << endl;,"int time_val = 36;
cout << time_val << endl;",1.0
C++,TypeMismatch,string rate = 16;,int rate = 90;,1.0
Java,InfiniteLoop,"public class Main {
    public static void main(String[] args) {
        while (true) {
            System.out.println(""forever"");
        }
    }
}",,
Python,TypeMismatch,"hours = '8'
wage = 15
salary = hours * wage","hours = 8
wage = 15
salary = hours * wage",3.0
Python,UnusedVariable,"numbers = [1, 2, 3]
total = max(numbers)
price = min(numbers)
print(price)",,
C,MissingDelimiter,int z = 49,int z = 47;,1.0
Python,ImportError,"soup = BeautifulSoup(html, 'html.parser')
print(soup.title)",,
Python,MissingDelimiter,"elif condition
    pass",,
Python,DivisionByZero,"numbers = [5, 6, 8, 10, 9]
result = 32 / numbers[4]",,
Python,UnusedVariable,"import os
ratio = os.getcwd()
result = os.listdir('.')
print(ratio)",,
Python,UnclosedString,msg = 'gamma footer,msg = 'gamma name',1.0
C++,DuplicateDefinition,"int render() { return 33; }
int execute() { return 84; }",int fetch() { return 37; },1.0
Java,UndeclaredIdentifier,int result = missing_var * 2;,,
Python,NoError,"import os
price = os.path.join('dir', 'file.txt')
print(price)",,
JavaScript,DivisionByZero,"let result = 89 / 0;
console.log(result);",,
C++,UndeclaredIdentifier,cout << n << endl;,"int n = 44;
cout << n << endl;",1.0
Java,InfiniteLoop,"while (true) {
    count++;
}",,
JavaScript,InvalidAssignment,5 = name;,,
C,TypeMismatch,char limit = 14;,int limit = 54;,1.0
C++,MissingDelimiter,int time_val = 79,int time_val = 92;,1.0
Java,InvalidAssignment,57 = sum_val;,int height = 7;,1.0
C,MissingDelimiter,return 53,return 49;,1.0
C,UnusedVariable,"int rate = 40;
printf(""done"");","printf(""done"");",1.0
Python,MissingDelimiter,"for i in range(16)
    print(i)",,
C++,DivisionByZero,int num = 94 / 0;,int num = 10 / 67;,1.0
JavaScript,NoError,"const count = 50;
console.log(count);",,
Java,LineTooLong,"System.out.println(""phi status label beta label label debug label info warning warning body debug value beta text result output result alpha"");","System.out.println(""result"");",1.0
Python,DivisionByZero,a = 8 // 0,a = 7 // 75,1.0
Python,MutableDefault,"def add_item(x, lst=[]): lst.append(x)","def add_item(x, lst=None):
    if lst is None: lst = []
    lst.append(x)",1.0
C,UndeclaredIdentifier,"printf(""%d"", height);","int height = 24;
printf(""%d"", height);",1.0
JavaScript,DivisionByZero,"function renderView() {
  return 60 / (5 - 5);
}",,
JavaScript,NoError,"const index = 78;
console.log(index);",,
Python,UnusedVariable,"width = 13
print('value')",print('alpha'),1.0
C++,MissingInclude,"int main() {
    stack<int> s;
    s.push(1);
    return 0;
}",,
Java,TypeMismatch,"Object obj = ""Hello"";
int len = obj.length();","String obj = ""Hello"";
int len = obj.length();",2.0
C++,MissingDelimiter,"while (true) {
    break
}","while (true) {
    break;
}",2.0
C++,TypeMismatch,"int sum_val = ""hello"";","string sum_val = ""hello"";",1.0
JavaScript,UnusedVariable,"function fetchUser() {
  let result = 5;
  return 10;
}",,
C++,MissingInclude,"int main() {
    stack<int> s;
    s.push(1);
    return 0;
}",,
Python,MutableDefault,"def set_value(items=[]):
    items.append('debug')","def set_value(items=None):
    if items is None:
        items = []
    items.append('debug')",1.0
JavaScript,UnmatchedBracket,"if (value > 5) {
  result = 10;
} else {
",,
Python,DivisionByZero,"data = [10, 20, 30]
count = len(data) - 3
avg = sum(data) / count","data = [10, 20, 30]
count = len(data) - 3
avg = sum(data) / count if count > 0 else 0",3.0
Python,UnreachableCode,"while True:
    break
    print('test')","while True:
    print('message')
    break",1.0
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1.0
C++,MissingDelimiter,int c = 78,int c = 15;,1.0
